Slice,Count,Total Area,Average Size,%Area,Pot number
r_55_06_20241216.jpg,3,14676,4892.000,5.870,32
r_55_06_20241216.jpg,3,31746,10582.000,12.698,33
r_55_06_20241216.jpg,5,9267,1853.400,3.707,34
r_55_06_20241216.jpg,1,5511,5511.000,2.204,35
r_55_06_20241216.jpg,1,6378,6378.000,2.551,36
r_55_06_20241216.jpg,2,14145,7072.500,5.658,37
r_55_06_20241216.jpg,2,955,477.500,0.382,38
r_55_06_20241216.jpg,2,1145,572.500,0.458,39
r_55_06_20241216.jpg,2,1852,926.000,0.741,40
r_55_06_20250108.jpg,6,16157,2692.833,6.463,1
r_55_06_20250108.jpg,5,8009,1601.800,3.204,2
r_55_06_20250108.jpg,2,11499,5749.500,4.600,3
r_55_06_20250108.jpg,2,16750,8375.000,6.700,4
r_55_06_20250108.jpg,1,6434,6434.000,2.574,5
r_55_06_20250108.jpg,0,0,NaN,0.000,6
r_55_06_20250108.jpg,1,6275,6275.000,2.510,7
r_55_06_20250108.jpg,4,3234,808.500,1.294,8
r_55_06_20250108.jpg,5,12377,2475.400,4.951,9
r_55_06_20250108.jpg,0,0,NaN,0.000,10
r_55_06_20250108.jpg,1,8823,8823.000,3.529,11
r_55_06_20250108.jpg,2,1382,691.000,0.553,12
r_55_06_20250108.jpg,1,6801,6801.000,2.720,13
r_55_06_20250108.jpg,1,9478,9478.000,3.791,14
r_55_06_20250108.jpg,1,6885,6885.000,2.754,15
r_55_06_20250108.jpg,2,727,363.500,0.291,16
r_55_06_20250108.jpg,1,349,349.000,0.140,17
r_55_06_20250108.jpg,1,7707,7707.000,3.083,18
r_55_06_20250108.jpg,4,18325,4581.250,7.330,19
r_55_06_20250108.jpg,1,5072,5072.000,2.029,20
r_55_06_20250108.jpg,1,20615,20615.000,8.246,21
r_55_06_20250108.jpg,4,20970,5242.500,8.388,22
r_55_06_20250108.jpg,1,17370,17370.000,6.948,23
r_55_06_20250108.jpg,6,9451,1575.167,3.780,24
r_55_06_20250108.jpg,4,11092,2773.000,4.437,25
r_55_06_20250108.jpg,0,0,NaN,0.000,26
r_55_06_20250108.jpg,2,16622,8311.000,6.649,27
r_55_06_20250108.jpg,0,0,NaN,0.000,28
r_55_06_20250108.jpg,2,18629,9314.500,7.452,29
r_55_06_20250108.jpg,1,4859,4859.000,1.944,30
r_55_06_20250108.jpg,2,15985,7992.500,6.394,31
r_55_06_20250108.jpg,4,9793,2448.250,3.917,32
r_55_06_20250108.jpg,7,15290,2184.286,6.116,33
r_55_06_20250108.jpg,3,8939,2979.667,3.576,34
r_55_06_20250108.jpg,1,209,209.000,0.084,35
r_55_06_20250108.jpg,1,9045,9045.000,3.618,36
r_55_06_20250108.jpg,2,12214,6107.000,4.886,37
r_55_06_20250108.jpg,0,0,NaN,0.000,38
r_55_06_20250108.jpg,1,21,21.000,0.008,39
r_55_06_20250108.jpg,2,1590,795.000,0.636,40
r_55_06_20250122.jpg,4,10344,2586.000,4.138,1
r_55_06_20250122.jpg,2,8387,4193.500,3.355,2
r_55_06_20250122.jpg,1,11396,11396.000,4.558,3
r_55_06_20250122.jpg,1,17885,17885.000,7.154,4
r_55_06_20250122.jpg,1,7094,7094.000,2.838,5
r_55_06_20250122.jpg,2,828,414.000,0.331,6
r_55_06_20250122.jpg,1,5551,5551.000,2.220,7
r_55_06_20250122.jpg,0,0,NaN,0.000,8
r_55_06_20250122.jpg,6,9068,1511.333,3.627,9
r_55_06_20250122.jpg,0,0,NaN,0.000,10
r_55_06_20250122.jpg,2,10201,5100.500,4.080,11
r_55_06_20250122.jpg,2,1472,736.000,0.589,12
r_55_06_20250122.jpg,2,10413,5206.500,4.165,13
r_55_06_20250122.jpg,1,12424,12424.000,4.970,14
r_55_06_20250122.jpg,1,5190,5190.000,2.076,15
r_55_06_20250122.jpg,2,1058,529.000,0.423,16
r_55_06_20250122.jpg,2,498,249.000,0.199,17
r_55_06_20250122.jpg,1,10273,10273.000,4.109,18
r_55_06_20250122.jpg,1,23860,23860.000,9.544,19
r_55_06_20250122.jpg,2,8824,4412.000,3.530,20
r_55_06_20250122.jpg,1,21581,21581.000,8.632,21
r_55_06_20250122.jpg,3,27723,9241.000,11.089,22
r_55_06_20250122.jpg,2,22062,11031.000,8.825,23
r_55_06_20250122.jpg,3,11527,3842.333,4.611,24
r_55_06_20250122.jpg,3,17890,5963.333,7.156,25
r_55_06_20250122.jpg,0,0,NaN,0.000,26
r_55_06_20250122.jpg,1,20192,20192.000,8.077,27
r_55_06_20250122.jpg,0,0,NaN,0.000,28
r_55_06_20250122.jpg,2,23474,11737.000,9.390,29
r_55_06_20250122.jpg,1,7106,7106.000,2.842,30
r_55_06_20250122.jpg,2,23950,11975.000,9.580,31
r_55_06_20250122.jpg,1,7258,7258.000,2.903,32
r_55_06_20250122.jpg,2,23246,11623.000,9.298,33
r_55_06_20250122.jpg,3,10997,3665.667,4.399,34
r_55_06_20250122.jpg,0,0,NaN,0.000,35
r_55_06_20250122.jpg,1,12095,12095.000,4.838,36
r_55_06_20250122.jpg,1,15393,15393.000,6.157,37
r_55_06_20250122.jpg,0,0,NaN,0.000,38
r_55_06_20250122.jpg,2,901,450.500,0.360,39
r_55_06_20250122.jpg,4,2878,719.500,1.151,40
r_55_06_20250207.jpg,4,13845,3461.250,5.538,1
r_55_06_20250207.jpg,1,1443,1443.000,0.577,2
r_55_06_20250207.jpg,5,5261,1052.200,2.104,3
r_55_06_20250207.jpg,2,15120,7560.000,6.048,4
r_55_06_20250207.jpg,2,2144,1072.000,0.858,5
r_55_06_20250207.jpg,1,296,296.000,0.118,6
r_55_06_20250207.jpg,2,4159,2079.500,1.664,7
r_55_06_20250207.jpg,1,400,400.000,0.160,8
r_55_06_20250207.jpg,4,7428,1857.000,2.971,9
r_55_06_20250207.jpg,1,290,290.000,0.116,10
r_55_06_20250207.jpg,1,6997,6997.000,2.799,11
r_55_06_20250207.jpg,0,0,NaN,0.000,12
r_55_06_20250207.jpg,1,12941,12941.000,5.176,13
r_55_06_20250207.jpg,2,6020,3010.000,2.408,14
r_55_06_20250207.jpg,2,5618,2809.000,2.247,15
r_55_06_20250207.jpg,1,589,589.000,0.236,16
r_55_06_20250207.jpg,1,611,611.000,0.244,17
r_55_06_20250207.jpg,1,7405,7405.000,2.962,18
r_55_06_20250207.jpg,2,21536,10768.000,8.614,19
r_55_06_20250207.jpg,2,11113,5556.500,4.445,20
r_55_06_20250207.jpg,1,14012,14012.000,5.605,21
r_55_06_20250207.jpg,2,34196,17098.000,13.678,22
r_55_06_20250207.jpg,3,8799,2933.000,3.520,23
r_55_06_20250207.jpg,5,11693,2338.600,4.677,24
r_55_06_20250207.jpg,6,10237,1706.167,4.095,25
r_55_06_20250207.jpg,0,0,NaN,0.000,26
r_55_06_20250207.jpg,1,21135,21135.000,8.454,27
r_55_06_20250207.jpg,2,512,256.000,0.205,28
r_55_06_20250207.jpg,1,28224,28224.000,11.290,29
r_55_06_20250207.jpg,6,4954,825.667,1.982,30
r_55_06_20250207.jpg,4,16973,4243.250,6.789,31
r_55_06_20250207.jpg,1,13885,13885.000,5.554,32
r_55_06_20250207.jpg,2,25502,12751.000,10.201,33
r_55_06_20250207.jpg,3,10933,3644.333,4.373,34
r_55_06_20250207.jpg,0,0,NaN,0.000,35
r_55_06_20250207.jpg,1,11080,11080.000,4.432,36
r_55_06_20250207.jpg,1,11397,11397.000,4.559,37
r_55_06_20250207.jpg,0,0,NaN,0.000,38
r_55_06_20250207.jpg,4,413,103.250,0.165,39
r_55_06_20250207.jpg,3,1015,338.333,0.406,40
r_55_06_20250220.jpg,5,13437,2687.400,5.375,1
r_55_06_20250220.jpg,2,2852,1426.000,1.141,2
r_55_06_20250220.jpg,2,2505,1252.500,1.002,3
r_55_06_20250220.jpg,1,19857,19857.000,7.943,4
r_55_06_20250220.jpg,3,5246,1748.667,2.098,5
r_55_06_20250220.jpg,1,437,437.000,0.175,6
r_55_06_20250220.jpg,4,8120,2030.000,3.248,7
r_55_06_20250220.jpg,3,1568,522.667,0.627,8
r_55_06_20250220.jpg,1,40334,40334.000,16.134,9
r_55_06_20250220.jpg,0,0,NaN,0.000,10
r_55_06_20250220.jpg,2,11915,5957.500,4.766,11
r_55_06_20250220.jpg,3,775,258.333,0.310,12
r_55_06_20250220.jpg,3,13629,4543.000,5.452,13
r_55_06_20250220.jpg,2,9606,4803.000,3.842,14
r_55_06_20250220.jpg,2,9553,4776.500,3.821,15
r_55_06_20250220.jpg,2,504,252.000,0.202,16
r_55_06_20250220.jpg,3,1000,333.333,0.400,17
r_55_06_20250220.jpg,2,17587,8793.500,7.035,18
r_55_06_20250220.jpg,1,28183,28183.000,11.273,19
r_55_06_20250220.jpg,1,19063,19063.000,7.625,20
r_55_06_20250220.jpg,3,22961,7653.667,9.184,21
r_55_06_20250220.jpg,2,45043,22521.500,18.017,22
r_55_06_20250220.jpg,1,26777,26777.000,10.711,23
r_55_06_20250220.jpg,4,10158,2539.500,4.063,24
r_55_06_20250220.jpg,3,24461,8153.667,9.784,25
r_55_06_20250220.jpg,3,2694,898.000,1.078,26
r_55_06_20250220.jpg,2,30024,15012.000,12.010,27
r_55_06_20250220.jpg,2,3244,1622.000,1.298,28
r_55_06_20250220.jpg,1,44897,44897.000,17.959,29
r_55_06_20250220.jpg,4,14900,3725.000,5.960,30
r_55_06_20250220.jpg,3,29870,9956.667,11.948,31
r_55_06_20250220.jpg,1,36930,36930.000,14.772,32
r_55_06_20250220.jpg,9,47138,5237.556,18.855,33
r_55_06_20250220.jpg,4,5886,1471.500,2.354,34
r_55_06_20250220.jpg,5,1184,236.800,0.474,35
r_55_06_20250220.jpg,6,20552,3425.333,8.221,36
r_55_06_20250220.jpg,2,11117,5558.500,4.447,37
r_55_06_20250220.jpg,4,1783,445.750,0.713,38
r_55_06_20250220.jpg,3,1026,342.000,0.410,39
r_55_06_20250220.jpg,2,1236,618.000,0.494,40
r_55_06_20250305.jpg,8,11195,1399.375,4.478,1
r_55_06_20250305.jpg,0,0,NaN,0.000,2
r_55_06_20250305.jpg,1,207,207.000,0.083,3
r_55_06_20250305.jpg,1,32904,32904.000,13.162,4
r_55_06_20250305.jpg,5,4610,922.000,1.844,5
r_55_06_20250305.jpg,2,998,499.000,0.399,6
r_55_06_20250305.jpg,6,5027,837.833,2.011,7
r_55_06_20250305.jpg,11,9022,820.182,3.609,8
r_55_06_20250305.jpg,1,51192,51192.000,20.477,9
r_55_06_20250305.jpg,0,0,NaN,0.000,10
r_55_06_20250305.jpg,2,20042,10021.000,8.017,11
r_55_06_20250305.jpg,1,301,301.000,0.120,12
r_55_06_20250305.jpg,1,20330,20330.000,8.132,13
r_55_06_20250305.jpg,3,6808,2269.333,2.723,14
r_55_06_20250305.jpg,5,6360,1272.000,2.544,15
r_55_06_20250305.jpg,4,1223,305.750,0.489,16
r_55_06_20250305.jpg,2,623,311.500,0.249,17
r_55_06_20250305.jpg,1,30027,30027.000,12.011,18
r_55_06_20250305.jpg,1,35973,35973.000,14.389,19
r_55_06_20250305.jpg,3,23579,7859.667,9.432,20
r_55_06_20250305.jpg,3,31350,10450.000,12.540,21
r_55_06_20250305.jpg,5,55427,11085.400,22.171,22
r_55_06_20250305.jpg,4,23436,5859.000,9.374,23
r_55_06_20250305.jpg,4,11370,2842.500,4.548,24
r_55_06_20250305.jpg,3,29024,9674.667,11.610,25
r_55_06_20250305.jpg,0,0,NaN,0.000,26
r_55_06_20250305.jpg,1,33347,33347.000,13.339,27
r_55_06_20250305.jpg,1,2176,2176.000,0.870,28
r_55_06_20250305.jpg,1,63375,63375.000,25.350,29
r_55_06_20250305.jpg,3,21975,7325.000,8.790,30
r_55_06_20250305.jpg,5,41897,8379.400,16.759,31
r_55_06_20250305.jpg,1,61425,61425.000,24.570,32
r_55_06_20250305.jpg,2,74350,37175.000,29.740,33
r_55_06_20250305.jpg,1,10212,10212.000,4.085,34
r_55_06_20250305.jpg,0,0,NaN,0.000,35
r_55_06_20250305.jpg,3,8612,2870.667,3.445,36
r_55_06_20250305.jpg,4,3379,844.750,1.352,37
r_55_06_20250305.jpg,0,0,NaN,0.000,38
r_55_06_20250305.jpg,3,970,323.333,0.388,39
r_55_06_20250305.jpg,1,225,225.000,0.090,40
r_55_06_20250324_2.jpg,8,12308,1538.500,4.923,1
r_55_06_20250324_2.jpg,3,2073,691.000,0.829,2
r_55_06_20250324_2.jpg,2,4212,2106.000,1.685,3
r_55_06_20250324_2.jpg,2,64073,32036.500,25.629,4
r_55_06_20250324_2.jpg,2,26229,13114.500,10.492,5
r_55_06_20250324_2.jpg,1,1273,1273.000,0.509,6
r_55_06_20250324_2.jpg,1,32835,32835.000,13.134,7
r_55_06_20250324_2.jpg,1,508,508.000,0.203,8
r_55_06_20250324_2.jpg,2,99782,49891.000,39.913,9
r_55_06_20250324_2.jpg,3,2180,726.667,0.872,10
r_55_06_20250324_2.jpg,2,63918,31959.000,25.567,11
r_55_06_20250324_2.jpg,1,567,567.000,0.227,12
r_55_06_20250324_2.jpg,1,52318,52318.000,20.927,13
r_55_06_20250324_2.jpg,2,5964,2982.000,2.386,14
r_55_06_20250324_2.jpg,1,20243,20243.000,8.097,15
r_55_06_20250324_2.jpg,3,1755,585.000,0.702,16
r_55_06_20250324_2.jpg,2,10246,5123.000,4.098,17
r_55_06_20250324_2.jpg,1,75163,75163.000,30.065,18
r_55_06_20250324_2.jpg,3,53800,17933.333,21.520,19
r_55_06_20250324_2.jpg,1,54753,54753.000,21.901,20
r_55_06_20250324_2.jpg,2,63705,31852.500,25.482,21
r_55_06_20250324_2.jpg,1,120771,120771.000,48.308,22
r_55_06_20250324_2.jpg,2,99680,49840.000,39.872,23
r_55_06_20250324_2.jpg,3,41157,13719.000,16.463,24
r_55_06_20250324_2.jpg,2,85192,42596.000,34.077,25
r_55_06_20250324_2.jpg,3,9959,3319.667,3.984,26
r_55_06_20250324_2.jpg,1,98819,98819.000,39.528,27
r_55_06_20250324_2.jpg,5,16969,3393.800,6.788,28
r_55_06_20250324_2.jpg,4,104983,26245.750,41.993,29
r_55_06_20250324_2.jpg,8,17224,2153.000,6.890,30
r_55_06_20250324_2.jpg,1,140123,140123.000,56.049,31
r_55_06_20250324_2.jpg,7,56779,8111.286,22.712,32
r_55_06_20250324_2.jpg,1,157368,157368.000,62.947,33
r_55_06_20250324_2.jpg,4,28448,7112.000,11.379,34
r_55_06_20250324_2.jpg,0,0,NaN,0.000,35
r_55_06_20250324_2.jpg,1,44632,44632.000,17.853,36
r_55_06_20250324_2.jpg,4,23361,5840.250,9.344,37
r_55_06_20250324_2.jpg,2,1042,521.000,0.417,38
r_55_06_20250324_2.jpg,4,8214,2053.500,3.286,39
r_55_06_20250324_2.jpg,7,451,64.429,0.180,40
r_55_06_20250331.jpg,7,15909,2272.714,6.364,1
r_55_06_20250331.jpg,4,8248,2062.000,3.299,2
r_55_06_20250331.jpg,1,5976,5976.000,2.390,3
r_55_06_20250331.jpg,1,61361,61361.000,24.544,4
r_55_06_20250331.jpg,5,25167,5033.400,10.067,5
r_55_06_20250331.jpg,2,619,309.500,0.248,6
r_55_06_20250331.jpg,1,48317,48317.000,19.327,7
r_55_06_20250331.jpg,0,0,NaN,0.000,8
r_55_06_20250331.jpg,5,38320,7664.000,15.328,9
r_55_06_20250331.jpg,1,754,754.000,0.302,10
r_55_06_20250331.jpg,1,77592,77592.000,31.037,11
r_55_06_20250331.jpg,0,0,NaN,0.000,12
r_55_06_20250331.jpg,7,50528,7218.286,20.211,13
r_55_06_20250331.jpg,4,7423,1855.750,2.969,14
r_55_06_20250331.jpg,8,17309,2163.625,6.924,15
r_55_06_20250331.jpg,1,960,960.000,0.384,16
r_55_06_20250331.jpg,4,9578,2394.500,3.831,17
r_55_06_20250331.jpg,6,51771,8628.500,20.708,18
r_55_06_20250331.jpg,6,54751,9125.167,21.900,19
r_55_06_20250331.jpg,2,55450,27725.000,22.180,20
r_55_06_20250331.jpg,7,15865,2266.429,6.346,21
r_55_06_20250331.jpg,1,123089,123089.000,49.236,22
r_55_06_20250331.jpg,4,114537,28634.250,45.815,23
r_55_06_20250331.jpg,6,60087,10014.500,24.035,24
r_55_06_20250331.jpg,6,94527,15754.500,37.811,25
r_55_06_20250331.jpg,2,5518,2759.000,2.207,26
r_55_06_20250331.jpg,2,118726,59363.000,47.490,27
r_55_06_20250331.jpg,8,24961,3120.125,9.984,28
r_55_06_20250331.jpg,2,119602,59801.000,47.841,29
r_55_06_20250331.jpg,7,21392,3056.000,8.557,30
r_55_06_20250331.jpg,2,140637,70318.500,56.255,31
r_55_06_20250331.jpg,2,59079,29539.500,23.632,32
r_55_06_20250331.jpg,7,139378,19911.143,55.751,33
r_55_06_20250331.jpg,4,36914,9228.500,14.766,34
r_55_06_20250331.jpg,1,365,365.000,0.146,35
r_55_06_20250331.jpg,2,40425,20212.500,16.170,36
r_55_06_20250331.jpg,5,13672,2734.400,5.469,37
r_55_06_20250331.jpg,4,2849,712.250,1.140,38
r_55_06_20250331.jpg,4,9763,2440.750,3.905,39
r_55_06_20250331.jpg,1,399,399.000,0.160,40
r_55_06_20250407.jpg,8,11319,1414.875,4.528,1
r_55_06_20250407.jpg,2,7963,3981.500,3.185,2
r_55_06_20250407.jpg,5,5842,1168.400,2.337,3
r_55_06_20250407.jpg,6,57805,9634.167,23.122,4
r_55_06_20250407.jpg,6,40688,6781.333,16.275,5
r_55_06_20250407.jpg,3,974,324.667,0.390,6
r_55_06_20250407.jpg,5,55939,11187.800,22.376,7
r_55_06_20250407.jpg,2,17683,8841.500,7.073,8
r_55_06_20250407.jpg,9,33656,3739.556,13.462,9
r_55_06_20250407.jpg,2,913,456.500,0.365,10
r_55_06_20250407.jpg,2,86956,43478.000,34.782,11
r_55_06_20250407.jpg,1,39,39.000,0.016,12
r_55_06_20250407.jpg,1,68892,68892.000,27.557,13
r_55_06_20250407.jpg,4,12058,3014.500,4.823,14
r_55_06_20250407.jpg,5,27291,5458.200,10.916,15
r_55_06_20250407.jpg,2,1542,771.000,0.617,16
r_55_06_20250407.jpg,7,15390,2198.571,6.156,17
r_55_06_20250407.jpg,7,67199,9599.857,26.880,18
r_55_06_20250407.jpg,11,58709,5337.182,23.484,19
r_55_06_20250407.jpg,3,64692,21564.000,25.877,20
r_55_06_20250407.jpg,5,21191,4238.200,8.476,21
r_55_06_20250407.jpg,2,130592,65296.000,52.237,22
r_55_06_20250407.jpg,6,125079,20846.500,50.032,23
r_55_06_20250407.jpg,6,95270,15878.333,38.108,24
r_55_06_20250407.jpg,6,90893,15148.833,36.357,25
r_55_06_20250407.jpg,4,9899,2474.750,3.960,26
r_55_06_20250407.jpg,15,42234,2815.600,16.894,27
r_55_06_20250407.jpg,8,25932,3241.500,10.373,28
r_55_06_20250407.jpg,4,138091,34522.750,55.236,29
r_55_06_20250407.jpg,9,30594,3399.333,12.238,30
r_55_06_20250407.jpg,3,155747,51915.667,62.299,31
r_55_06_20250407.jpg,8,72496,9062.000,28.998,32
r_55_06_20250407.jpg,16,71081,4442.562,28.432,33
r_55_06_20250407.jpg,11,42973,3906.636,17.189,34
r_55_06_20250407.jpg,0,0,NaN,0.000,35
r_55_06_20250407.jpg,9,37337,4148.556,14.935,36
r_55_06_20250407.jpg,7,40036,5719.429,16.014,37
r_55_06_20250407.jpg,6,6695,1115.833,2.678,38
r_55_06_20250407.jpg,9,18801,2089.000,7.520,39
r_55_06_20250407.jpg,3,1724,574.667,0.690,40
r_55_07_20241104.jpg,1,7233,7233.000,2.893,1
r_55_07_20241104.jpg,7,15280,2182.857,6.112,2
r_55_07_20241104.jpg,11,104949,9540.818,41.980,3
r_55_07_20241104.jpg,10,79362,7936.200,31.745,4
r_55_07_20241104.jpg,1,227,227.000,0.091,5
r_55_07_20241104.jpg,0,0,NaN,0.000,6
r_55_07_20241104.jpg,0,0,NaN,0.000,7
r_55_07_20241104.jpg,0,0,NaN,0.000,8
r_55_07_20241104.jpg,5,4538,907.600,1.815,9
r_55_07_20241104.jpg,13,72497,5576.692,28.999,10
r_55_07_20241104.jpg,27,70081,2595.593,28.032,11
r_55_07_20241104.jpg,19,20322,1069.579,8.129,12
r_55_07_20241104.jpg,1,777,777.000,0.311,13
r_55_07_20241104.jpg,1,220,220.000,0.088,14
r_55_07_20241104.jpg,1,720,720.000,0.288,15
r_55_07_20241104.jpg,0,0,NaN,0.000,16
r_55_07_20241104.jpg,32,26188,818.375,10.475,17
r_55_07_20241104.jpg,43,55065,1280.581,22.026,18
r_55_07_20241104.jpg,2,440,220.000,0.176,19
r_55_07_20241104.jpg,0,0,NaN,0.000,20
r_55_07_20241104.jpg,0,0,NaN,0.000,21
r_55_07_20241104.jpg,1,211,211.000,0.084,22
r_55_07_20241104.jpg,0,0,NaN,0.000,23
r_55_07_20241104.jpg,0,0,NaN,0.000,24
r_55_07_20241104.jpg,3,2435,811.667,0.974,25
r_55_07_20241104.jpg,6,5362,893.667,2.145,26
r_55_07_20241104.jpg,1,265,265.000,0.106,27
r_55_07_20241104.jpg,1,302,302.000,0.121,28
r_55_07_20241104.jpg,2,1366,683.000,0.546,29
r_55_07_20241104.jpg,0,0,NaN,0.000,30
r_55_07_20241104.jpg,0,0,NaN,0.000,31
r_55_07_20241104.jpg,0,0,NaN,0.000,32
r_55_07_20241104.jpg,1,472,472.000,0.189,33
r_55_07_20241104.jpg,1,266,266.000,0.106,34
r_55_07_20241104.jpg,0,0,NaN,0.000,35
r_55_07_20241104.jpg,2,574,287.000,0.230,36
r_55_07_20241104.jpg,1,339,339.000,0.136,37
r_55_07_20241104.jpg,0,0,NaN,0.000,38
r_55_07_20241104.jpg,0,0,NaN,0.000,39
r_55_07_20241104.jpg,0,0,NaN,0.000,40
r_55_07_20241118.jpg,3,9323,3107.667,3.729,1
r_55_07_20241118.jpg,2,15228,7614.000,6.091,2
r_55_07_20241118.jpg,5,2972,594.400,1.189,3
r_55_07_20241118.jpg,13,18898,1453.692,7.559,4
r_55_07_20241118.jpg,1,9567,9567.000,3.827,5
r_55_07_20241118.jpg,2,13410,6705.000,5.364,6
r_55_07_20241118.jpg,3,1829,609.667,0.732,7
r_55_07_20241118.jpg,5,3503,700.600,1.401,8
r_55_07_20241118.jpg,1,260,260.000,0.104,9
r_55_07_20241118.jpg,1,207,207.000,0.083,10
r_55_07_20241118.jpg,4,9416,2354.000,3.766,11
r_55_07_20241118.jpg,12,13463,1121.917,5.385,12
r_55_07_20241118.jpg,2,5282,2641.000,2.113,13
r_55_07_20241118.jpg,2,6936,3468.000,2.774,14
r_55_07_20241118.jpg,1,21074,21074.000,8.430,15
r_55_07_20241118.jpg,1,3910,3910.000,1.564,16
r_55_07_20241118.jpg,2,601,300.500,0.240,17
r_55_07_20241118.jpg,4,1434,358.500,0.574,18
r_55_07_20241118.jpg,3,5694,1898.000,2.278,19
r_55_07_20241118.jpg,3,3230,1076.667,1.292,20
r_55_07_20241118.jpg,1,1121,1121.000,0.448,21
r_55_07_20241118.jpg,4,4389,1097.250,1.756,22
r_55_07_20241118.jpg,1,1409,1409.000,0.564,23
r_55_07_20241118.jpg,0,0,NaN,0.000,24
r_55_07_20241118.jpg,2,8489,4244.500,3.396,25
r_55_07_20241118.jpg,4,4945,1236.250,1.978,26
r_55_07_20241118.jpg,1,2311,2311.000,0.924,27
r_55_07_20241118.jpg,1,3267,3267.000,1.307,28
r_55_07_20241118.jpg,2,12414,6207.000,4.966,29
r_55_07_20241118.jpg,3,7536,2512.000,3.014,30
r_55_07_20241118.jpg,0,0,NaN,0.000,31
r_55_07_20241118.jpg,2,3523,1761.500,1.409,32
r_55_07_20241118.jpg,1,5001,5001.000,2.000,33
r_55_07_20241118.jpg,0,0,NaN,0.000,34
r_55_07_20241118.jpg,0,0,NaN,0.000,35
r_55_07_20241118.jpg,3,4024,1341.333,1.610,36
r_55_07_20241118.jpg,0,0,NaN,0.000,37
r_55_07_20241118.jpg,4,4579,1144.750,1.832,38
r_55_07_20241118.jpg,0,0,NaN,0.000,39
r_55_07_20241118.jpg,3,4652,1550.667,1.861,40
r_55_07_20241127.jpg,7,19289,2755.571,7.716,1
r_55_07_20241127.jpg,3,5334,1778.000,2.134,2
r_55_07_20241127.jpg,5,9110,1822.000,3.644,3
r_55_07_20241127.jpg,5,20699,4139.800,8.280,4
r_55_07_20241127.jpg,2,12133,6066.500,4.853,5
r_55_07_20241127.jpg,1,18517,18517.000,7.407,6
r_55_07_20241127.jpg,4,5220,1305.000,2.088,7
r_55_07_20241127.jpg,3,5713,1904.333,2.285,8
r_55_07_20241127.jpg,1,640,640.000,0.256,9
r_55_07_20241127.jpg,1,464,464.000,0.186,10
r_55_07_20241127.jpg,2,11210,5605.000,4.484,11
r_55_07_20241127.jpg,1,10800,10800.000,4.320,12
r_55_07_20241127.jpg,1,4617,4617.000,1.847,13
r_55_07_20241127.jpg,2,9203,4601.500,3.681,14
r_55_07_20241127.jpg,1,25442,25442.000,10.177,15
r_55_07_20241127.jpg,2,8898,4449.000,3.559,16
r_55_07_20241127.jpg,0,0,NaN,0.000,17
r_55_07_20241127.jpg,3,3204,1068.000,1.282,18
r_55_07_20241127.jpg,4,10158,2539.500,4.063,19
r_55_07_20241127.jpg,1,3607,3607.000,1.443,20
r_55_07_20241127.jpg,1,1811,1811.000,0.724,21
r_55_07_20241127.jpg,3,6567,2189.000,2.627,22
r_55_07_20241127.jpg,1,1803,1803.000,0.721,23
r_55_07_20241127.jpg,3,2827,942.333,1.131,24
r_55_07_20241127.jpg,1,19636,19636.000,7.854,25
r_55_07_20241127.jpg,1,10768,10768.000,4.307,26
r_55_07_20241127.jpg,1,3880,3880.000,1.552,27
r_55_07_20241127.jpg,1,5205,5205.000,2.082,28
r_55_07_20241127.jpg,2,17026,8513.000,6.810,29
r_55_07_20241127.jpg,2,11339,5669.500,4.536,30
r_55_07_20241127.jpg,0,0,NaN,0.000,31
r_55_07_20241127.jpg,7,16888,2412.571,6.755,32
r_55_07_20241127.jpg,3,13846,4615.333,5.538,33
r_55_07_20241127.jpg,1,778,778.000,0.311,34
r_55_07_20241127.jpg,0,0,NaN,0.000,35
r_55_07_20241127.jpg,3,8792,2930.667,3.517,36
r_55_07_20241127.jpg,1,411,411.000,0.164,37
r_55_07_20241127.jpg,3,6645,2215.000,2.658,38
r_55_07_20241127.jpg,1,3344,3344.000,1.338,39
r_55_07_20241127.jpg,4,16130,4032.500,6.452,40
r_55_07_20241216.jpg,5,14353,2870.600,5.741,1
r_55_07_20241216.jpg,2,8336,4168.000,3.334,2
r_55_07_20241216.jpg,5,10842,2168.400,4.337,3
r_55_07_20241216.jpg,3,25413,8471.000,10.165,4
r_55_07_20241216.jpg,1,13639,13639.000,5.456,5
r_55_07_20241216.jpg,1,26257,26257.000,10.503,6
r_55_07_20241216.jpg,5,6803,1360.600,2.721,7
r_55_07_20241216.jpg,2,7899,3949.500,3.160,8
r_55_07_20241216.jpg,3,764,254.667,0.306,9
r_55_07_20241216.jpg,1,613,613.000,0.245,10
r_55_07_20241216.jpg,1,17601,17601.000,7.040,11
r_55_07_20241216.jpg,2,16710,8355.000,6.684,12
r_55_07_20241216.jpg,1,9230,9230.000,3.692,13
r_55_07_20241216.jpg,3,11945,3981.667,4.778,14
r_55_07_20241216.jpg,1,40321,40321.000,16.128,15
r_55_07_20241216.jpg,1,12816,12816.000,5.126,16
r_55_07_20241216.jpg,2,458,229.000,0.183,17
r_55_07_20241216.jpg,1,2646,2646.000,1.058,18
r_55_07_20241216.jpg,2,14272,7136.000,5.709,19
r_55_07_20241216.jpg,1,6167,6167.000,2.467,20
r_55_07_20241216.jpg,1,3709,3709.000,1.484,21
r_55_07_20241216.jpg,3,10840,3613.333,4.336,22
