Slice,Count,Total Area,Average Size,%Area,Pot number
r_55_10_20250108.jpg,5,11167,2233.400,4.467,20
r_55_10_20250108.jpg,1,358,358.000,0.143,21
r_55_10_20250108.jpg,2,1932,966.000,0.773,22
r_55_10_20250108.jpg,3,2535,845.000,1.014,23
r_55_10_20250108.jpg,5,2997,599.400,1.199,24
r_55_10_20250108.jpg,0,0,NaN,0.000,25
r_55_10_20250108.jpg,0,0,NaN,0.000,26
r_55_10_20250108.jpg,1,364,364.000,0.146,27
r_55_10_20250108.jpg,0,0,NaN,0.000,28
r_55_10_20250108.jpg,1,642,642.000,0.257,29
r_55_10_20250108.jpg,0,0,NaN,0.000,30
r_55_10_20250108.jpg,2,820,410.000,0.328,31
r_55_10_20250108.jpg,4,1005,251.250,0.402,32
r_55_10_20250108.jpg,2,12036,6018.000,4.814,33
r_55_10_20250108.jpg,0,0,NaN,0.000,34
r_55_10_20250108.jpg,0,0,NaN,0.000,35
r_55_10_20250108.jpg,1,3768,3768.000,1.507,36
r_55_10_20250108.jpg,1,1002,1002.000,0.401,37
r_55_10_20250108.jpg,4,3837,959.250,1.535,38
r_55_10_20250108.jpg,6,3930,655.000,1.572,39
r_55_10_20250108.jpg,8,8287,1035.875,3.315,40
r_55_10_20250122.jpg,4,7305,1826.250,2.922,1
r_55_10_20250122.jpg,5,9584,1916.800,3.834,2
r_55_10_20250122.jpg,2,715,357.500,0.286,3
r_55_10_20250122.jpg,2,20001,10000.500,8.000,4
r_55_10_20250122.jpg,4,7693,1923.250,3.077,5
r_55_10_20250122.jpg,2,5057,2528.500,2.023,6
r_55_10_20250122.jpg,3,11055,3685.000,4.422,7
r_55_10_20250122.jpg,6,5854,975.667,2.342,8
r_55_10_20250122.jpg,2,13486,6743.000,5.394,9
r_55_10_20250122.jpg,1,243,243.000,0.097,10
r_55_10_20250122.jpg,0,0,NaN,0.000,11
r_55_10_20250122.jpg,2,1801,900.500,0.720,12
r_55_10_20250122.jpg,1,534,534.000,0.214,13
r_55_10_20250122.jpg,1,10249,10249.000,4.100,14
r_55_10_20250122.jpg,1,12891,12891.000,5.156,15
r_55_10_20250122.jpg,2,22386,11193.000,8.954,16
r_55_10_20250122.jpg,0,0,NaN,0.000,17
r_55_10_20250122.jpg,0,0,NaN,0.000,18
r_55_10_20250122.jpg,1,694,694.000,0.278,19
r_55_10_20250122.jpg,4,13887,3471.750,5.555,20
r_55_10_20250122.jpg,1,507,507.000,0.203,21
r_55_10_20250122.jpg,2,2737,1368.500,1.095,22
r_55_10_20250122.jpg,1,381,381.000,0.152,23
r_55_10_20250122.jpg,2,4698,2349.000,1.879,24
r_55_10_20250122.jpg,2,631,315.500,0.252,25
r_55_10_20250122.jpg,1,806,806.000,0.322,26
r_55_10_20250122.jpg,2,3126,1563.000,1.250,27
r_55_10_20250122.jpg,2,530,265.000,0.212,28
r_55_10_20250122.jpg,1,752,752.000,0.301,29
r_55_10_20250122.jpg,2,1137,568.500,0.455,30
r_55_10_20250122.jpg,0,0,NaN,0.000,31
r_55_10_20250122.jpg,1,327,327.000,0.131,32
r_55_10_20250122.jpg,2,9636,4818.000,3.854,33
r_55_10_20250122.jpg,0,0,NaN,0.000,34
r_55_10_20250122.jpg,0,0,NaN,0.000,35
r_55_10_20250122.jpg,1,362,362.000,0.145,36
r_55_10_20250122.jpg,3,1074,358.000,0.430,37
r_55_10_20250122.jpg,2,3343,1671.500,1.337,38
r_55_10_20250122.jpg,2,1395,697.500,0.558,39
r_55_10_20250122.jpg,3,888,296.000,0.355,40
r_55_10_20250207.jpg,4,19656,4914.000,7.862,1
r_55_10_20250207.jpg,6,9091,1515.167,3.636,2
r_55_10_20250207.jpg,4,4845,1211.250,1.938,3
r_55_10_20250207.jpg,3,23642,7880.667,9.457,4
r_55_10_20250207.jpg,4,2317,579.250,0.927,5
r_55_10_20250207.jpg,2,4740,2370.000,1.896,6
r_55_10_20250207.jpg,5,11957,2391.400,4.783,7
r_55_10_20250207.jpg,3,7559,2519.667,3.024,8
r_55_10_20250207.jpg,1,20160,20160.000,8.064,9
r_55_10_20250207.jpg,1,226,226.000,0.090,10
r_55_10_20250207.jpg,0,0,NaN,0.000,11
r_55_10_20250207.jpg,1,1015,1015.000,0.406,12
r_55_10_20250207.jpg,0,0,NaN,0.000,13
r_55_10_20250207.jpg,3,3755,1251.667,1.502,14
r_55_10_20250207.jpg,1,10104,10104.000,4.042,15
r_55_10_20250207.jpg,3,19882,6627.333,7.953,16
r_55_10_20250207.jpg,2,978,489.000,0.391,17
r_55_10_20250207.jpg,0,0,NaN,0.000,18
r_55_10_20250207.jpg,2,703,351.500,0.281,19
r_55_10_20250207.jpg,3,5573,1857.667,2.229,20
r_55_10_20250207.jpg,1,461,461.000,0.184,21
r_55_10_20250207.jpg,1,1292,1292.000,0.517,22
r_55_10_20250207.jpg,1,1186,1186.000,0.474,23
r_55_10_20250207.jpg,3,2222,740.667,0.889,24
r_55_10_20250207.jpg,0,0,NaN,0.000,25
r_55_10_20250207.jpg,1,961,961.000,0.384,26
r_55_10_20250207.jpg,1,646,646.000,0.258,27
r_55_10_20250207.jpg,0,0,NaN,0.000,28
r_55_10_20250207.jpg,0,0,NaN,0.000,29
r_55_10_20250207.jpg,0,0,NaN,0.000,30
r_55_10_20250207.jpg,0,0,NaN,0.000,31
r_55_10_20250207.jpg,0,0,NaN,0.000,32
r_55_10_20250207.jpg,4,12924,3231.000,5.170,33
r_55_10_20250207.jpg,0,0,NaN,0.000,34
r_55_10_20250207.jpg,0,0,NaN,0.000,35
r_55_10_20250207.jpg,0,0,NaN,0.000,36
r_55_10_20250207.jpg,0,0,NaN,0.000,37
r_55_10_20250207.jpg,1,4041,4041.000,1.616,38
r_55_10_20250207.jpg,0,0,NaN,0.000,39
r_55_10_20250207.jpg,1,223,223.000,0.089,40
r_55_10_20250220.jpg,5,13180,2636.000,5.272,1
r_55_10_20250220.jpg,2,2409,1204.500,0.964,2
r_55_10_20250220.jpg,7,2348,335.429,0.939,3
r_55_10_20250220.jpg,1,50159,50159.000,20.064,4
r_55_10_20250220.jpg,0,0,NaN,0.000,5
r_55_10_20250220.jpg,3,4677,1559.000,1.871,6
r_55_10_20250220.jpg,2,17535,8767.500,7.014,7
r_55_10_20250220.jpg,5,11977,2395.400,4.791,8
r_55_10_20250220.jpg,1,25425,25425.000,10.170,9
r_55_10_20250220.jpg,0,0,NaN,0.000,10
r_55_10_20250220.jpg,3,1347,449.000,0.539,11
r_55_10_20250220.jpg,1,1087,1087.000,0.435,12
r_55_10_20250220.jpg,0,0,NaN,0.000,13
r_55_10_20250220.jpg,3,5023,1674.333,2.009,14
r_55_10_20250220.jpg,1,15679,15679.000,6.272,15
r_55_10_20250220.jpg,2,39026,19513.000,15.610,16
r_55_10_20250220.jpg,1,1784,1784.000,0.714,17
r_55_10_20250220.jpg,2,1129,564.500,0.452,18
r_55_10_20250220.jpg,1,216,216.000,0.086,19
r_55_10_20250220.jpg,2,6608,3304.000,2.643,20
r_55_10_20250220.jpg,1,586,586.000,0.234,21
r_55_10_20250220.jpg,2,981,490.500,0.392,22
r_55_10_20250220.jpg,1,440,440.000,0.176,23
r_55_10_20250220.jpg,3,3388,1129.333,1.355,24
r_55_10_20250220.jpg,1,300,300.000,0.120,25
r_55_10_20250220.jpg,1,610,610.000,0.244,26
r_55_10_20250220.jpg,2,2834,1417.000,1.134,27
r_55_10_20250220.jpg,0,0,NaN,0.000,28
r_55_10_20250220.jpg,0,0,NaN,0.000,29
r_55_10_20250220.jpg,0,0,NaN,0.000,30
r_55_10_20250220.jpg,0,0,NaN,0.000,31
r_55_10_20250220.jpg,6,2989,498.167,1.196,32
r_55_10_20250220.jpg,9,27203,3022.556,10.881,33
r_55_10_20250220.jpg,3,1417,472.333,0.567,34
r_55_10_20250220.jpg,3,700,233.333,0.280,35
r_55_10_20250220.jpg,4,104,26.000,0.042,36
r_55_10_20250220.jpg,2,452,226.000,0.181,37
r_55_10_20250220.jpg,5,3605,721.000,1.442,38
r_55_10_20250220.jpg,3,352,117.333,0.141,39
r_55_10_20250220.jpg,6,1768,294.667,0.707,40
r_55_10_20250305.jpg,4,14948,3737.000,5.979,1
r_55_10_20250305.jpg,2,8867,4433.500,3.547,2
r_55_10_20250305.jpg,2,453,226.500,0.181,3
r_55_10_20250305.jpg,5,49535,9907.000,19.814,4
r_55_10_20250305.jpg,0,0,NaN,0.000,5
r_55_10_20250305.jpg,1,16216,16216.000,6.486,6
r_55_10_20250305.jpg,1,18801,18801.000,7.520,7
r_55_10_20250305.jpg,4,14141,3535.250,5.656,8
r_55_10_20250305.jpg,1,28724,28724.000,11.490,9
r_55_10_20250305.jpg,1,367,367.000,0.147,10
r_55_10_20250305.jpg,1,316,316.000,0.126,11
r_55_10_20250305.jpg,0,0,NaN,0.000,12
r_55_10_20250305.jpg,1,263,263.000,0.105,13
r_55_10_20250305.jpg,5,2674,534.800,1.070,14
r_55_10_20250305.jpg,1,28965,28965.000,11.586,15
r_55_10_20250305.jpg,4,56688,14172.000,22.675,16
r_55_10_20250305.jpg,0,0,NaN,0.000,17
r_55_10_20250305.jpg,1,757,757.000,0.303,18
r_55_10_20250305.jpg,0,0,NaN,0.000,19
r_55_10_20250305.jpg,1,6674,6674.000,2.670,20
r_55_10_20250305.jpg,0,0,NaN,0.000,21
r_55_10_20250305.jpg,1,551,551.000,0.220,22
r_55_10_20250305.jpg,0,0,NaN,0.000,23
r_55_10_20250305.jpg,3,2131,710.333,0.852,24
r_55_10_20250305.jpg,0,0,NaN,0.000,25
r_55_10_20250305.jpg,1,593,593.000,0.237,26
r_55_10_20250305.jpg,2,4791,2395.500,1.916,27
r_55_10_20250305.jpg,0,0,NaN,0.000,28
r_55_10_20250305.jpg,0,0,NaN,0.000,29
r_55_10_20250305.jpg,2,594,297.000,0.238,30
r_55_10_20250305.jpg,0,0,NaN,0.000,31
r_55_10_20250305.jpg,1,384,384.000,0.154,32
r_55_10_20250305.jpg,4,23481,5870.250,9.392,33
r_55_10_20250305.jpg,0,0,NaN,0.000,34
r_55_10_20250305.jpg,2,1673,836.500,0.669,35
r_55_10_20250305.jpg,0,0,NaN,0.000,36
r_55_10_20250305.jpg,3,1439,479.667,0.576,37
r_55_10_20250305.jpg,1,2510,2510.000,1.004,38
r_55_10_20250305.jpg,1,305,305.000,0.122,39
r_55_10_20250305.jpg,2,1115,557.500,0.446,40
r_55_10_20250324_2.jpg,11,20474,1861.273,8.190,1
r_55_10_20250324_2.jpg,4,8487,2121.750,3.395,2
r_55_10_20250324_2.jpg,3,6197,2065.667,2.479,3
r_55_10_20250324_2.jpg,5,39206,7841.200,15.682,4
r_55_10_20250324_2.jpg,3,1847,615.667,0.739,5
r_55_10_20250324_2.jpg,1,40931,40931.000,16.372,6
r_55_10_20250324_2.jpg,8,53095,6636.875,21.238,7
r_55_10_20250324_2.jpg,3,65546,21848.667,26.218,8
r_55_10_20250324_2.jpg,3,31755,10585.000,12.702,9
r_55_10_20250324_2.jpg,1,326,326.000,0.130,10
r_55_10_20250324_2.jpg,0,0,NaN,0.000,11
r_55_10_20250324_2.jpg,1,622,622.000,0.249,12
r_55_10_20250324_2.jpg,0,0,NaN,0.000,13
r_55_10_20250324_2.jpg,1,6307,6307.000,2.523,14
r_55_10_20250324_2.jpg,1,87339,87339.000,34.936,15
r_55_10_20250324_2.jpg,4,127194,31798.500,50.878,16
r_55_10_20250324_2.jpg,1,3129,3129.000,1.252,17
r_55_10_20250324_2.jpg,0,0,NaN,0.000,18
r_55_10_20250324_2.jpg,0,0,NaN,0.000,19
r_55_10_20250324_2.jpg,1,26409,26409.000,10.564,20
r_55_10_20250324_2.jpg,1,235,235.000,0.094,21
r_55_10_20250324_2.jpg,1,12219,12219.000,4.888,22
r_55_10_20250324_2.jpg,2,3972,1986.000,1.589,23
r_55_10_20250324_2.jpg,4,25504,6376.000,10.202,24
r_55_10_20250324_2.jpg,1,1136,1136.000,0.454,25
r_55_10_20250324_2.jpg,1,529,529.000,0.212,26
r_55_10_20250324_2.jpg,1,6039,6039.000,2.416,27
r_55_10_20250324_2.jpg,0,0,NaN,0.000,28
r_55_10_20250324_2.jpg,0,0,NaN,0.000,29
r_55_10_20250324_2.jpg,0,0,NaN,0.000,30
r_55_10_20250324_2.jpg,0,0,NaN,0.000,31
r_55_10_20250324_2.jpg,3,5764,1921.333,2.306,32
r_55_10_20250324_2.jpg,1,111893,111893.000,44.757,33
r_55_10_20250324_2.jpg,1,404,404.000,0.162,34
r_55_10_20250324_2.jpg,4,10388,2597.000,4.155,35
r_55_10_20250324_2.jpg,8,342,42.750,0.137,36
r_55_10_20250324_2.jpg,1,572,572.000,0.229,37
r_55_10_20250324_2.jpg,2,1551,775.500,0.620,38
r_55_10_20250324_2.jpg,2,1130,565.000,0.452,39
r_55_10_20250324_2.jpg,5,4374,874.800,1.750,40
r_55_10_20250331.jpg,8,14074,1759.250,5.630,1
r_55_10_20250331.jpg,3,1707,569.000,0.683,2
r_55_10_20250331.jpg,0,0,NaN,0.000,3
r_55_10_20250331.jpg,5,41304,8260.800,16.522,4
r_55_10_20250331.jpg,2,1232,616.000,0.493,5
r_55_10_20250331.jpg,3,54931,18310.333,21.972,6
r_55_10_20250331.jpg,10,74817,7481.700,29.927,7
r_55_10_20250331.jpg,4,116366,29091.500,46.546,8
r_55_10_20250331.jpg,6,37659,6276.500,15.064,9
r_55_10_20250331.jpg,0,0,NaN,0.000,10
r_55_10_20250331.jpg,0,0,NaN,0.000,11
r_55_10_20250331.jpg,0,0,NaN,0.000,12
r_55_10_20250331.jpg,0,0,NaN,0.000,13
r_55_10_20250331.jpg,2,8239,4119.500,3.296,14
r_55_10_20250331.jpg,2,121422,60711.000,48.569,15
r_55_10_20250331.jpg,2,211652,105826.000,84.661,16
r_55_10_20250331.jpg,2,4447,2223.500,1.779,17
r_55_10_20250331.jpg,0,0,NaN,0.000,18
r_55_10_20250331.jpg,0,0,NaN,0.000,19
r_55_10_20250331.jpg,1,50047,50047.000,20.019,20
r_55_10_20250331.jpg,0,0,NaN,0.000,21
r_55_10_20250331.jpg,1,18354,18354.000,7.342,22
r_55_10_20250331.jpg,3,6321,2107.000,2.528,23
r_55_10_20250331.jpg,4,36599,9149.750,14.640,24
r_55_10_20250331.jpg,1,4078,4078.000,1.631,25
r_55_10_20250331.jpg,0,0,NaN,0.000,26
r_55_10_20250331.jpg,3,10408,3469.333,4.163,27
r_55_10_20250331.jpg,0,0,NaN,0.000,28
r_55_10_20250331.jpg,1,276,276.000,0.110,29
r_55_10_20250331.jpg,0,0,NaN,0.000,30
r_55_10_20250331.jpg,1,546,546.000,0.218,31
r_55_10_20250331.jpg,1,322,322.000,0.129,32
r_55_10_20250331.jpg,2,118050,59025.000,47.220,33
r_55_10_20250331.jpg,1,1370,1370.000,0.548,34
r_55_10_20250331.jpg,1,20164,20164.000,8.066,35
r_55_10_20250331.jpg,0,0,NaN,0.000,36
r_55_10_20250331.jpg,1,1091,1091.000,0.436,37
r_55_10_20250331.jpg,3,2678,892.667,1.071,38
r_55_10_20250331.jpg,1,1487,1487.000,0.595,39
r_55_10_20250331.jpg,2,1486,743.000,0.594,40
r_55_10_20250407.jpg,5,13645,2729.000,5.458,1
r_55_10_20250407.jpg,5,12172,2434.400,4.869,2
r_55_10_20250407.jpg,5,7290,1458.000,2.916,3
r_55_10_20250407.jpg,7,52105,7443.571,20.842,4
r_55_10_20250407.jpg,3,2476,825.333,0.990,5
r_55_10_20250407.jpg,5,55437,11087.400,22.175,6
r_55_10_20250407.jpg,8,99353,12419.125,39.741,7
r_55_10_20250407.jpg,9,122011,13556.778,48.804,8
r_55_10_20250407.jpg,7,46934,6704.857,18.774,9
r_55_10_20250407.jpg,0,0,NaN,0.000,10
r_55_10_20250407.jpg,4,1673,418.250,0.669,11
r_55_10_20250407.jpg,0,0,NaN,0.000,12
r_55_10_20250407.jpg,0,0,NaN,0.000,13
r_55_10_20250407.jpg,6,15867,2644.500,6.347,14
r_55_10_20250407.jpg,5,153346,30669.200,61.338,15
r_55_10_20250407.jpg,1,188388,188388.000,75.355,16
r_55_10_20250407.jpg,6,14553,2425.500,5.821,17
r_55_10_20250407.jpg,1,808,808.000,0.323,18
r_55_10_20250407.jpg,3,1423,474.333,0.569,19
r_55_10_20250407.jpg,1,88983,88983.000,35.593,20
r_55_10_20250407.jpg,0,0,NaN,0.000,21
r_55_10_20250407.jpg,2,31096,15548.000,12.438,22
r_55_10_20250407.jpg,6,20145,3357.500,8.058,23
r_55_10_20250407.jpg,3,70414,23471.333,28.166,24
r_55_10_20250407.jpg,3,7004,2334.667,2.802,25
r_55_10_20250407.jpg,3,2069,689.667,0.828,26
r_55_10_20250407.jpg,5,18136,3627.200,7.254,27
r_55_10_20250407.jpg,2,1213,606.500,0.485,28
r_55_10_20250407.jpg,0,0,NaN,0.000,29
r_55_10_20250407.jpg,0,0,NaN,0.000,30
r_55_10_20250407.jpg,2,926,463.000,0.370,31
r_55_10_20250407.jpg,4,5457,1364.250,2.183,32
r_55_10_20250407.jpg,3,163630,54543.333,65.452,33
r_55_10_20250407.jpg,3,1901,633.667,0.760,34
r_55_10_20250407.jpg,2,35674,17837.000,14.270,35
r_55_10_20250407.jpg,0,0,NaN,0.000,36
r_55_10_20250407.jpg,2,2070,1035.000,0.828,37
r_55_10_20250407.jpg,2,2932,1466.000,1.173,38
r_55_10_20250407.jpg,3,1083,361.000,0.433,39
r_55_10_20250407.jpg,0,0,NaN,0.000,40
r_55_11_20241104.jpg,4,8248,2062.000,3.299,1
r_55_11_20241104.jpg,1,14376,14376.000,5.750,2
r_55_11_20241104.jpg,3,855,285.000,0.342,3
r_55_11_20241104.jpg,1,264,264.000,0.106,4
r_55_11_20241104.jpg,1,203,203.000,0.081,5
r_55_11_20241104.jpg,1,244,244.000,0.098,6
r_55_11_20241104.jpg,0,0,NaN,0.000,7
r_55_11_20241104.jpg,0,0,NaN,0.000,8
r_55_11_20241104.jpg,6,5764,960.667,2.306,9
r_55_11_20241104.jpg,0,0,NaN,0.000,10
r_55_11_20241104.jpg,0,0,NaN,0.000,11
r_55_11_20241104.jpg,1,196,196.000,0.078,12
r_55_11_20241104.jpg,1,6,6.000,0.002,13
r_55_11_20241104.jpg,0,0,NaN,0.000,14
r_55_11_20241104.jpg,0,0,NaN,0.000,15
r_55_11_20241104.jpg,0,0,NaN,0.000,16
r_55_11_20241104.jpg,4,7327,1831.750,2.931,17
r_55_11_20241104.jpg,1,336,336.000,0.134,18
r_55_11_20241104.jpg,2,809,404.500,0.324,19
r_55_11_20241104.jpg,0,0,NaN,0.000,20
r_55_11_20241104.jpg,0,0,NaN,0.000,21
r_55_11_20241104.jpg,0,0,NaN,0.000,22
r_55_11_20241104.jpg,1,268,268.000,0.107,23
r_55_11_20241104.jpg,0,0,NaN,0.000,24
r_55_11_20241104.jpg,2,612,306.000,0.245,25
r_55_11_20241104.jpg,0,0,NaN,0.000,26
r_55_11_20241104.jpg,0,0,NaN,0.000,27
r_55_11_20241104.jpg,0,0,NaN,0.000,28
r_55_11_20241104.jpg,0,0,NaN,0.000,29
r_55_11_20241104.jpg,0,0,NaN,0.000,30
r_55_11_20241104.jpg,0,0,NaN,0.000,31
r_55_11_20241104.jpg,0,0,NaN,0.000,32
r_55_11_20241104.jpg,5,3357,671.400,1.343,33
r_55_11_20241104.jpg,0,0,NaN,0.000,34
r_55_11_20241104.jpg,1,320,320.000,0.128,35
r_55_11_20241104.jpg,0,0,NaN,0.000,36
r_55_11_20241104.jpg,0,0,NaN,0.000,37
r_55_11_20241104.jpg,0,0,NaN,0.000,38
r_55_11_20241104.jpg,9,6902,766.889,2.761,39
r_55_11_20241104.jpg,11,3488,317.091,1.395,40
r_55_11_20241118.jpg,3,8537,2845.667,3.415,1
r_55_11_20241118.jpg,4,13601,3400.250,5.440,2
r_55_11_20241118.jpg,1,6181,6181.000,2.472,3
r_55_11_20241118.jpg,2,3217,1608.500,1.287,4
r_55_11_20241118.jpg,3,1096,365.333,0.438,5
r_55_11_20241118.jpg,2,4152,2076.000,1.661,6
r_55_11_20241118.jpg,0,0,NaN,0.000,7
r_55_11_20241118.jpg,2,922,461.000,0.369,8
r_55_11_20241118.jpg,1,678,678.000,0.271,9
r_55_11_20241118.jpg,2,692,346.000,0.277,10
r_55_11_20241118.jpg,4,5667,1416.750,2.267,11
r_55_11_20241118.jpg,1,2368,2368.000,0.947,12
r_55_11_20241118.jpg,2,5129,2564.500,2.052,13
r_55_11_20241118.jpg,0,0,NaN,0.000,14
r_55_11_20241118.jpg,1,6220,6220.000,2.488,15
r_55_11_20241118.jpg,1,1558,1558.000,0.623,16
r_55_11_20241118.jpg,1,1915,1915.000,0.766,17
r_55_11_20241118.jpg,0,0,NaN,0.000,18
r_55_11_20241118.jpg,1,1104,1104.000,0.442,19
r_55_11_20241118.jpg,0,0,NaN,0.000,20
r_55_11_20241118.jpg,0,0,NaN,0.000,21
r_55_11_20241118.jpg,1,690,690.000,0.276,22
r_55_11_20241118.jpg,1,273,273.000,0.109,23
r_55_11_20241118.jpg,1,331,331.000,0.132,24
r_55_11_20241118.jpg,2,1287,643.500,0.515,25
r_55_11_20241118.jpg,0,0,NaN,0.000,26
r_55_11_20241118.jpg,2,1975,987.500,0.790,27
r_55_11_20241118.jpg,2,1017,508.500,0.407,28
r_55_11_20241118.jpg,1,204,204.000,0.082,29
r_55_11_20241118.jpg,1,2003,2003.000,0.801,30
r_55_11_20241118.jpg,1,768,768.000,0.307,31
r_55_11_20241118.jpg,1,1322,1322.000,0.529,32
r_55_11_20241118.jpg,1,968,968.000,0.387,33
r_55_11_20241118.jpg,2,1184,592.000,0.474,34
r_55_11_20241118.jpg,1,205,205.000,0.082,35
r_55_11_20241118.jpg,0,0,NaN,0.000,36
r_55_11_20241118.jpg,1,440,440.000,0.176,37
r_55_11_20241118.jpg,0,0,NaN,0.000,38
r_55_11_20241118.jpg,5,3846,769.200,1.538,39
r_55_11_20241118.jpg,5,3940,788.000,1.576,40
r_55_11_20241127.jpg,4,12449,3112.250,4.980,1
r_55_11_20241127.jpg,1,538,538.000,0.215,2
r_55_11_20241127.jpg,1,9984,9984.000,3.994,3
r_55_11_20241127.jpg,1,6681,6681.000,2.672,4
r_55_11_20241127.jpg,1,274,274.000,0.110,5
r_55_11_20241127.jpg,2,5226,2613.000,2.090,6
r_55_11_20241127.jpg,1,87,87.000,0.035,7
r_55_11_20241127.jpg,2,858,429.000,0.343,8
r_55_11_20241127.jpg,1,1582,1582.000,0.633,9
r_55_11_20241127.jpg,0,0,NaN,0.000,10
r_55_11_20241127.jpg,2,12817,6408.500,5.127,11
r_55_11_20241127.jpg,1,3679,3679.000,1.472,12
r_55_11_20241127.jpg,2,5399,2699.500,2.160,13
r_55_11_20241127.jpg,0,0,NaN,0.000,14
r_55_11_20241127.jpg,1,9519,9519.000,3.808,15
r_55_11_20241127.jpg,2,1527,763.500,0.611,16
r_55_11_20241127.jpg,1,1775,1775.000,0.710,17
r_55_11_20241127.jpg,0,0,NaN,0.000,18
r_55_11_20241127.jpg,2,2028,1014.000,0.811,19
r_55_11_20241127.jpg,0,0,NaN,0.000,20
r_55_11_20241127.jpg,0,0,NaN,0.000,21
r_55_11_20241127.jpg,2,1371,685.500,0.548,22
r_55_11_20241127.jpg,2,1108,554.000,0.443,23
r_55_11_20241127.jpg,2,1752,876.000,0.701,24
r_55_11_20241127.jpg,2,2972,1486.000,1.189,25
r_55_11_20241127.jpg,0,0,NaN,0.000,26
r_55_11_20241127.jpg,3,4781,1593.667,1.912,27
r_55_11_20241127.jpg,6,3408,568.000,1.363,28
r_55_11_20241127.jpg,2,503,251.500,0.201,29
r_55_11_20241127.jpg,2,3403,1701.500,1.361,30
r_55_11_20241127.jpg,1,1143,1143.000,0.457,31
r_55_11_20241127.jpg,3,4182,1394.000,1.673,32
r_55_11_20241127.jpg,5,8184,1636.800,3.274,33
r_55_11_20241127.jpg,3,3919,1306.333,1.568,34
r_55_11_20241127.jpg,1,338,338.000,0.135,35
r_55_11_20241127.jpg,0,0,NaN,0.000,36
r_55_11_20241127.jpg,1,1553,1553.000,0.621,37
r_55_11_20241127.jpg,0,0,NaN,0.000,38
r_55_11_20241127.jpg,3,7293,2431.000,2.917,39
r_55_11_20241127.jpg,2,3301,1650.500,1.320,40
r_55_11_20241216.jpg,3,8452,2817.333,3.381,1
r_55_11_20241216.jpg,2,7229,3614.500,2.892,2
r_55_11_20241216.jpg,1,18348,18348.000,7.339,3
r_55_11_20241216.jpg,1,6809,6809.000,2.724,4
r_55_11_20241216.jpg,0,0,NaN,0.000,5
r_55_11_20241216.jpg,2,9637,4818.500,3.855,6
r_55_11_20241216.jpg,0,0,NaN,0.000,7
r_55_11_20241216.jpg,1,1492,1492.000,0.597,8
r_55_11_20241216.jpg,1,1145,1145.000,0.458,9
r_55_11_20241216.jpg,0,0,NaN,0.000,10
r_55_11_20241216.jpg,1,14419,14419.000,5.768,11
r_55_11_20241216.jpg,3,6854,2284.667,2.742,12
r_55_11_20241216.jpg,1,10456,10456.000,4.182,13
r_55_11_20241216.jpg,0,0,NaN,0.000,14
r_55_11_20241216.jpg,1,11283,11283.000,4.513,15
r_55_11_20241216.jpg,1,275,275.000,0.110,16
r_55_11_20241216.jpg,3,3220,1073.333,1.288,17
r_55_11_20241216.jpg,0,0,NaN,0.000,18
r_55_11_20241216.jpg,1,1186,1186.000,0.474,19
r_55_11_20241216.jpg,0,0,NaN,0.000,20
r_55_11_20241216.jpg,0,0,NaN,0.000,21
r_55_11_20241216.jpg,1,2090,2090.000,0.836,22
r_55_11_20241216.jpg,0,0,NaN,0.000,23
r_55_11_20241216.jpg,2,3910,1955.000,1.564,24
r_55_11_20241216.jpg,2,779,389.500,0.312,25
r_55_11_20241216.jpg,0,0,NaN,0.000,26
r_55_11_20241216.jpg,4,1865,466.250,0.746,27
r_55_11_20241216.jpg,1,1018,1018.000,0.407,28
r_55_11_20241216.jpg,1,715,715.000,0.286,29
r_55_11_20241216.jpg,0,0,NaN,0.000,30
r_55_11_20241216.jpg,2,1108,554.000,0.443,31
r_55_11_20241216.jpg,3,3779,1259.667,1.512,32
r_55_11_20241216.jpg,4,2239,559.750,0.896,33
r_55_11_20241216.jpg,8,2252,281.500,0.901,34
r_55_11_20241216.jpg,0,0,NaN,0.000,35
r_55_11_20241216.jpg,0,0,NaN,0.000,36
r_55_11_20241216.jpg,1,1933,1933.000,0.773,37
r_55_11_20241216.jpg,0,0,NaN,0.000,38
r_55_11_20241216.jpg,3,1356,452.000,0.542,39
r_55_11_20241216.jpg,3,6176,2058.667,2.470,40
r_55_11_20250108.jpg,7,11355,1622.143,4.542,1
r_55_11_20250108.jpg,6,10457,1742.833,4.183,2
r_55_11_20250108.jpg,3,24062,8020.667,9.625,3
r_55_11_20250108.jpg,5,11785,2357.000,4.714,4
r_55_11_20250108.jpg,4,1080,270.000,0.432,5
r_55_11_20250108.jpg,2,12541,6270.500,5.016,6
r_55_11_20250108.jpg,0,0,NaN,0.000,7
r_55_11_20250108.jpg,3,3554,1184.667,1.422,8
r_55_11_20250108.jpg,1,2210,2210.000,0.884,9
r_55_11_20250108.jpg,1,217,217.000,0.087,10
r_55_11_20250108.jpg,3,13404,4468.000,5.362,11
r_55_11_20250108.jpg,1,8182,8182.000,3.273,12
r_55_11_20250108.jpg,1,12439,12439.000,4.976,13
r_55_11_20250108.jpg,0,0,NaN,0.000,14
r_55_11_20250108.jpg,1,13154,13154.000,5.262,15
r_55_11_20250108.jpg,1,570,570.000,0.228,16
r_55_11_20250108.jpg,1,1938,1938.000,0.775,17
r_55_11_20250108.jpg,0,0,NaN,0.000,18
